mfcc,labels
"[-2.7437683e+02  1.3040738e+02 -6.3574672e+00  7.0388222e+01
  1.3269664e+01  9.4721813e+00  7.7330894e+00 -1.2365493e+00
 -5.7098776e-01 -2.2971628e+00  3.7794154e+00  8.5482262e-02
 -9.3685710e-01]",blues
"[-2.1279181e+02  1.3906325e+02  9.4467592e+00  3.5453796e+01
  1.2697431e+01  2.0420673e+01 -5.5826244e+00  1.0889944e+01
 -8.7333097e+00  8.0596189e+00  1.6372377e-01  2.6487746e+00
 -1.0296487e+00]",blues
"[-179.3723     136.44833    -26.662588    39.96545      5.3108945
   10.919133   -20.559534     8.503361   -11.349764    -3.470555
   -8.415843    -6.957211    -3.5460427]",blues
"[-171.79478    120.28173     15.331755    21.094315    -5.3954434
   24.185543   -24.130846    18.545134   -22.342924     1.3107386
  -20.765268    -4.991692   -17.108126 ]",blues
"[-28.989244  104.531006  -30.983427   38.162056   -8.009196   30.894712
 -20.60816    25.823612  -12.974684   16.943222  -12.2729435  10.787743
 -10.56656  ]",blues
"[-8.3029488e+01  1.0710441e+02 -2.5338032e+01  5.7105701e+01
  7.9835989e-02  3.4697681e+01 -1.1060305e+01  2.0544291e+01
 -1.1203026e+01  1.4825527e+01 -1.0235623e+01  1.2548191e+01
 -9.7646418e+00]",blues
"[-245.68724     140.48125      -2.7912185    60.404514     18.903513
    9.828394      3.5638244     0.52286255  -16.378489      6.6293535
    7.2584243    -4.021235      1.601125  ]",blues
"[-314.57837    139.9112      11.90393     30.14179     -7.542427
   14.91705     -2.7015827    6.727816    -6.3662186    2.8079295
  -11.728743     2.0779724  -11.439269 ]",blues
"[-228.20984     130.32317     -23.311424     70.20095       1.1310546
    7.584427      0.9005107     1.9828155    -6.164415     -9.382748
   -2.5637798    -4.5257525    -0.26046425]",blues
"[-113.59882    121.57067    -19.162262    42.363937    -6.362266
   18.621931   -13.699734    15.339802   -12.274305    10.970944
   -8.326061     8.802088    -3.6699407]",blues
"[-1.4996422e+02  9.3663895e+01  6.3473330e+00  7.1497932e+01
 -8.1291084e+00  3.6193680e+01 -9.7837543e+00  1.7647097e+01
 -2.1112293e+01 -1.3059244e-01 -2.2204636e+01  5.4265752e+00
 -7.4643979e+00]",blues
"[-207.2383      132.82741     -15.45408      60.980972      0.71902615
   12.461328      1.163385     -1.5329198   -17.89585       8.360363
   -2.4596505    -0.5846393     0.37226465]",blues
"[-221.87302    110.8554      18.636082    30.92296      3.2964358
   22.585636   -20.40369     12.121834   -26.332514    -4.367301
  -26.395552   -13.047178   -12.667627 ]",blues
"[-249.31532     131.0003        0.67786974   66.704155     17.911272
    4.623277      6.603809      1.2421156     1.4099406    -1.5849273
   -0.97253853   -3.5726154    -2.9297996 ]",blues
"[-287.9319     124.010765     5.4674478   33.66307      1.0916541
   14.703699    -4.8811417    8.668892     0.7843315    6.57608
   -4.875815    -3.176761    -5.538258 ]",blues
"[-236.67947     138.4056       -4.9304795    47.6545        5.1578503
    8.887806      0.4874058    -3.788342    -14.984867     10.428946
   -0.3413841     0.78335875    1.7809838 ]",blues
"[-346.85635    139.25108     24.052633    22.281025    18.663773
   11.662003     9.016559     6.970993    -2.0330267    5.4127927
    1.650389    -2.3577814    3.2000823]",blues
"[-129.15756     72.09806     -7.7710886   49.25128    -32.72323
   21.60696    -27.371616    15.0016575  -10.260744    12.431697
  -17.031103     7.1205482  -18.018093 ]",blues
"[-56.0053     87.851326   -1.6130452  41.199356   -5.6183295  27.792627
 -23.99084    21.776114  -18.41947    12.326553  -13.7120495  11.851395
  -3.9741166]",blues
"[-29.299528   53.877113   -1.7004117  15.489958    1.0905544   0.5373251
   4.8971496  -3.2253232  -1.6960158   2.227417   -7.136839   -5.9993057
  -2.9869275]",pop
"[-26.023748   60.92531     6.0020447  17.740946    5.115728   10.427114
   2.4726      4.9311967   8.130399    3.8599815  -0.1778276   7.2514496
   4.965224 ]",pop
"[-48.96048     62.627907    34.227123    12.322168    16.563198
   8.6150255    8.76582      5.259592     6.7995486    9.060048
  -4.08107     -0.74512845  -0.38003916]",pop
"[-65.17128     65.454155     4.1113796   32.74291     16.913877
  -5.8198285   14.964588    -0.23903236   9.035487     8.4366865
  -6.577896    -4.4804807   -2.632375  ]",pop
"[-1.1160004e+02  8.5562088e+01  3.5251434e+00  1.6362411e+01
  2.2031200e+00  5.9770145e+00 -5.0359426e+00 -3.9642661e+00
 -1.0538265e-01  1.5665889e+00 -5.7904086e+00 -5.0873828e+00
 -2.1282534e-01]",pop
"[ 2.4324636e+01  6.8961525e+01 -4.2270355e+00 -1.0471315e+00
  5.2404079e+00  2.9899147e+00  4.3333716e+00  4.2808638e+00
  6.4307766e+00  3.6318948e+00  1.1112189e-01 -1.0404771e-02
  2.0621688e+00]",pop
"[-94.507706    55.67104     29.26626     27.035044    20.046722
   1.1847868   12.946829    -0.7985385    8.866569    -0.68151927
  -5.3425074    2.2080846   -4.61362   ]",pop
"[-1.6162132e+02  8.5575256e+01  5.3263668e+01  3.2207474e+01
  2.7182011e+01  1.1316002e+01  7.8897896e+00  8.7603846e+00
  1.2601905e+00  1.3195227e+01  6.5503985e-02  4.8272638e+00
  3.1077361e+00]",pop
"[-42.241444    82.16851     -2.2273612   19.91206     13.8555565
   0.85311645   7.9228992   -0.71227854   6.8727417   -1.9014206
  -4.6892295   -3.1699986   -2.937237  ]",pop
"[-39.89364     35.581356     8.926843    15.078342    15.204771
  10.564198    21.816221    10.004617    13.969252    16.55245
   1.4722148    3.263471     0.06657279]",pop
"[-35.28506     61.266712    14.046019    28.648966     4.3239775
  -1.36498     -0.78445435   5.128748     5.3517685    1.225838
  -7.2616506   -0.5204304    0.21532702]",pop
"[-8.573005  54.295788  20.964115  13.100406   9.715855   6.0221767
 10.730787   6.106817   0.6969413  5.003989  -3.447254   0.8748061
 -1.9368967]",pop
"[-14.19234    44.35686    12.703167   10.150148   11.268911    3.9660032
  12.500947   -2.1676476  10.718737    2.298257    5.047687   -0.865944
   3.802936 ]",pop
"[-38.28165    47.84698    20.056114   23.82138    19.78131    13.649931
  14.685269    4.5588145   7.7040772   8.944439    5.4234066   1.1563926
   1.0875108]",pop
"[-97.05398     51.834522    18.751598    20.487318     5.6106114
   3.575838     5.5739875    0.7409073    7.338095     1.6581378
  -2.6979017   -0.44195834  -1.0840603 ]",pop
"[-52.5842     37.492367   14.0829     18.178389   16.777842    5.952137
   6.4206605   2.6906488  -0.4442707   3.2166364  -3.9433198   1.6200885
   0.3167597]",pop
"[-240.68845      97.13303       0.40796417   -0.2715412   -10.476206
  -15.742858      1.3774214   -17.877537     -9.086611     -8.762851
  -14.263193     -5.5000772    -8.357249  ]",pop
"[-45.62334     74.72908     15.965053    14.792884     8.999276
   8.206914     5.6837645    5.250796     5.396192     2.4387598
   0.77768695   1.1752402   -2.3549676 ]",pop
"[-106.827194    81.033424    47.809032    13.651415    13.011488
    6.87809      7.5865817   -2.6358705   -2.5064447    1.8714427
   -5.1371155   -2.7479079   -3.6657836]",pop
"[-91.86157     56.67706     13.78416     15.05489      0.9043137
  -4.078767    -0.23014738   0.56696546  -4.5866685   -2.6130123
  -2.7646897   -3.1039546    1.7949008 ]",pop
"[-59.60099    62.97368    31.116804   16.918835    8.888802   10.814814
  10.554176    5.1616035   5.3897095   6.1492314   2.269166    4.2469974
   4.121749 ]",pop
"[-44.29027     51.353466    24.98347     12.159331    10.8779
   7.619056     8.214766    -0.76355857   5.949929     4.7551455
  -2.5091753    1.3244871   -1.9542974 ]",pop
"[-8.454617   42.056644    8.262311   17.968647   14.042866    7.3565307
  5.724671   -1.8928553   4.611337    2.0782142  -1.0689781  -0.65995014
 -2.4383576 ]",pop
"[-1.25979675e+02  1.17341614e+02 -6.74996898e-02  1.02106018e+01
  4.48873234e+00  2.17809796e+00 -3.63992333e+00  3.38271737e+00
  1.73890817e+00  4.55703735e+00  8.40832293e-01  2.42574430e+00
 -3.11121106e+00]",pop
"[-7.3372978e+01  9.7491570e+01  1.6854250e+01 -5.9438699e-01
  7.1818285e+00  4.8678546e+00  7.5712472e-01 -5.5480394e+00
  9.9840677e-01  4.9286504e+00 -5.8325953e+00 -4.9275804e+00
 -3.1149833e-02]",pop
"[-1.1316300e+02  4.1597984e+01  2.1517519e+01  1.1098094e+01
  1.7437098e+01  6.0965699e-01  3.0298929e+00  8.5250489e-02
  3.4522669e+00  2.8739411e-01  6.1870223e-01  1.2615824e+00
  2.8980768e+00]",pop
"[-52.421513   74.03342    12.680926   24.495552   21.09758     1.9039344
   6.8095055   4.729847    8.409067    8.243973   -2.2749782  -1.1975456
  -2.6794713]",pop
"[-45.02928     69.7547      11.873838     8.160096    12.596263
   7.7551703   11.303386     0.25089407   9.6581545    2.8055396
   3.8566477   -0.8445408    2.09968   ]",pop
"[-59.051575   61.004276   27.743502   23.84954    12.297715    7.377119
  12.317067    7.139927   13.406534    2.4973204  -1.9689049  -2.4171176
  -4.516287 ]",pop
"[-1.7091998e+02  1.0589472e+02  3.1076893e+01  2.2253300e+01
  1.2815128e+01 -5.1583700e+00  1.1237187e+01 -2.1015577e+00
 -1.5285526e-01  5.0800486e+00 -1.1545419e+01 -3.6124883e+00
  1.3871292e+00]",pop
"[-88.39745     34.34531    -11.279142     2.1954029   -4.848073
  -6.146539     0.32279658   2.4406161   -8.163182     5.6395426
  -9.395805    -7.3565564   -3.950928  ]",pop
"[-112.48632     59.74963     14.487183    19.165525    15.12468
   -3.2217548    6.0984907   -6.6846037    1.4646181   -1.171687
   -1.2355338   -0.7678505    1.8864989]",pop
"[-46.88898     55.891518    26.080194    16.541317     7.097385
  -3.3452635    9.254672    -0.84966624   8.30775      7.1216865
  -0.54325247   1.7571971   -1.830214  ]",pop
"[-93.60379    59.69202    32.112217   13.114083   13.279964   -6.8682323
   2.3307683  -7.890427    2.2889934   4.4886527  -4.0437446   2.673201
  -3.0848534]",pop
"[-119.3696      85.97376     33.870014     9.980801    17.702011
    0.5173517    9.578705    -5.3154035    4.174863     8.122892
   -7.98327      1.5733021   -2.9313238]",pop
"[-20.244307   57.762615   16.79944    18.260643    8.965957   14.902181
   2.6743503   3.7542834   1.1086354   1.8431588  -5.9786644  -3.6034944
  -3.6503112]",pop
"[13.437182   58.23463    -2.180756    5.0175624   8.057978   -0.49256986
  4.0949903   2.2513356   4.302015    3.597891   -0.49684015  2.4198663
  1.8900307 ]",pop
"[-40.904087    61.54         9.868572    10.098781     8.45437
   5.3719335    8.382931     3.5187213    8.25046      5.878693
  -0.0978314   -0.5606232    0.55596256]",pop
"[-5.9553257e+01  7.7301529e+01  2.6371853e+01  3.1852462e+00
  6.7586684e+00 -5.0268047e-02 -6.1978555e-01 -6.7965966e-01
  4.1412911e+00 -4.4345033e-01 -4.5369034e+00 -3.5553582e+00
 -2.1957290e+00]",pop
"[-25.120617    70.808525     2.9293942    7.533097     1.4523046
   2.8564467    1.9144237   -6.8212695    0.29936558  -1.9430238
  -6.645998    -0.2467815   -0.75799644]",pop
"[-45.730503   65.273964   12.928245   14.523945    7.0328503   4.3946295
   6.6237683   3.2991152   7.7277784   4.0600505   3.6625175   2.6021338
   4.04897  ]",pop
"[-18.84539     71.32566     -3.766896    -1.4087266    0.7054629
  -1.0589548   -1.0548251   -0.24742089   0.62572324   0.4270431
  -1.5037423   -1.0761551    2.4198709 ]",pop
"[-125.878746   126.59248    -23.16423     36.222904    20.94108
   -1.1781331   16.49263     -3.6442103    6.5201015    9.341534
   -6.4032426    3.8655267   -7.9430027]",pop
"[-135.34387    107.812935   -13.434144    19.03715      8.818381
   12.483625     1.0202109   11.321146     2.5564575    1.2326732
   -6.387117     5.8662148    2.8857546]",pop
"[-78.1564      65.98365     24.558344    25.632708    13.826039
   3.599383    16.210995     0.57613385   3.3100328    4.1550455
   2.7108681    3.645202     1.3963099 ]",pop
"[-68.860146   40.489044   25.370588   35.75651    13.383734    2.827908
  12.753467    4.4852962   3.3516154  10.027184   -2.3804998   2.991067
  -1.797354 ]",pop
"[-2.73318024e+02  1.03152855e+02  8.71292210e+00  3.17049313e+01
  1.25104084e+01  3.48973322e+00  3.93335843e+00 -1.53884977e-01
 -3.90615869e+00  3.23335719e+00 -6.36548376e+00 -1.54289269e+00
 -3.21727562e+00]",pop
"[-50.853706   68.05084    12.076208   36.321774    8.664505   19.5016
  10.7166815  12.310909    1.6588451  10.158866    4.8325033   1.6959492
   2.7262328]",pop
"[-52.642094   47.784134   13.462859    2.220573   13.260102    9.145648
  14.452528    0.8663765   9.462137    6.9981856  -0.6944442   1.7346818
   8.505544 ]",pop
"[-26.940434   46.74364     8.683473    8.586894    6.084411   12.43607
   6.9747324   2.4991586   1.1518143   7.257162   -3.1354442   1.2637734
   3.8410106]",pop
"[ 4.7703767 64.47058   -2.4510317 10.431801   3.2528353  7.8335495
  3.102925   1.4057887  6.74539    4.8804116  3.2767143  1.7484332
  3.3328586]",pop
"[-113.553955    90.0178      -5.540908    25.571491     2.6110346
    3.1918452    1.1313877    6.1513777    2.799839    -1.860382
   -7.1145782   -3.4467702   -5.915337 ]",pop
"[-56.15306     36.4485      11.9794      -6.415675     3.7821662
   5.2883554    3.3959649    4.2619233    7.989973     5.8575935
   1.5882744    4.8537254    0.49577492]",pop
"[-30.302332   88.46916    -6.565683   32.79242     8.502236    8.387787
   2.0520325   6.863294    3.578138    2.7206445   1.2915944   3.2918956
   1.5701153]",pop
"[-39.63845     33.950104     9.583241    16.655977    14.907743
  11.196753    21.489483     9.8847685   14.73506     15.624816
   2.0449588    2.5801914    0.36708733]",pop
"[-125.51832      51.231625     38.500435     14.496834     16.24374
    4.6439257    12.31821       1.1781602     1.729141      9.767175
   -2.8228533     2.080858      0.85810906]",pop
"[-42.77917    62.83609     4.774426   24.058712    9.644877   -1.8775446
   9.271585   -2.9615219   3.1853058   5.93049    -4.7646003   3.0226665
  -1.2427323]",pop
"[-7.6910484e+01  1.1330772e+02 -6.2241201e+00  1.9930395e+01
  1.5107155e+01 -3.2840233e+00  4.7830315e+00  1.0138454e+00
  2.2947927e+00 -1.4044859e-02 -3.7734737e+00  4.2399268e+00
  2.3016148e+00]",pop
"[-47.975613    54.1544      -3.9600961   21.494438    13.905075
   5.9985585   13.758749     1.0650278    6.7291703    6.2205725
   1.6177515    0.45703456   2.4155867 ]",pop
"[-46.88898     55.891518    26.080194    16.541317     7.097385
  -3.3452635    9.254672    -0.84966624   8.30775      7.1216865
  -0.54325247   1.7571971   -1.830214  ]",pop
"[-6.970078  68.913506   3.7833157 28.208189   2.2899938 13.620598
  1.0365927  5.998481   2.752038  15.02753   -8.769488   0.7971256
 -7.2107625]",pop
"[-47.762142   55.56731    19.230349   24.48204     4.050312    1.5448122
   6.95316    -1.0432365   3.0896835   1.7900028  -3.0425477   1.9349972
  -4.6770983]",pop
"[-37.086514   68.898674   10.490168   23.945831   15.3574505   3.5560462
  11.680305    2.9196262   2.5507562   4.7550306  -1.5914156   2.5622606
  -1.0137557]",pop
"[-53.10433    78.31421     2.261835   18.830137    3.8708808   2.5123835
  -3.8090515   6.80699    -0.8187623   8.751581   -4.80215    -2.1515331
   1.2934912]",pop
"[-1.0446266e+02  8.6863342e+01  2.8752209e+01  2.6619091e+01
  8.9075117e+00  5.6653743e+00  7.7535825e+00  4.6252981e-01
  6.6260900e+00  6.5669470e+00  3.7621814e-01  2.1416805e+00
 -2.2565164e-02]",pop
"[-50.462906    56.434635    12.568678    11.273363    -2.7383478
   1.3627748    4.54315     -0.95957255   2.2985399    2.7476232
  -1.9773544    2.5896602   -4.0241513 ]",pop
"[-18.16849     72.28313     -4.8913684   -0.376403     1.6872772
  -0.92444575  -1.3286743   -0.3421871    0.6516298   -0.18650617
  -1.2240082   -1.051329     2.5230043 ]",pop
"[-224.40593    107.35062     -1.587121    13.89054      8.119408
   -9.372528     8.1145       9.291044     9.097891     6.020981
   -6.662428     2.0678563    6.188163 ]",pop
"[-34.210648   40.406387   17.489128   13.413984   13.248571    7.451953
  18.189602    2.7271252   4.3492947   5.8229604  -1.1435417   3.1195772
   2.4273856]",pop
"[-45.799076   65.26662    12.929744   14.511338    7.0173607   4.410114
   6.6034317   3.2921524   7.7337317   4.0534663   3.6582372   2.6003695
   4.0506835]",pop
"[-52.5842     37.492367   14.0829     18.178389   16.777842    5.952137
   6.4206605   2.6906488  -0.4442707   3.2166364  -3.9433198   1.6200885
   0.3167597]",pop
"[-6.8980240e+01  7.3761398e+01 -1.2468053e+01  9.5505686e+00
 -4.0610425e-02  1.2724539e+01  3.1635811e+00 -7.4320331e-02
  2.5329216e+00  2.8792171e+00 -1.6728500e+00 -3.0156920e+00
  1.6231788e+00]",pop
"[-77.92487    32.37364    20.107264   27.610147   16.27146     5.323757
  13.487586    3.502206    7.34457     5.269122    4.0074425   5.2748632
   3.7537496]",pop
"[-111.209496    103.16529      10.905522     34.357307     22.339897
   17.869793      6.80789       6.3318367     5.493648      0.6140278
    0.33871174    3.8301575     2.037151  ]",pop
"[-47.046474   55.778446   27.639791   19.186356   15.182663    3.178056
   5.622395    1.6052535   4.1364326   1.6200367  -1.5827998  -3.0032368
  -7.6308455]",pop
"[-36.638824   73.07811    39.135193   20.312122   12.493178    2.1483605
  11.728564   -2.4226382   6.6385183   3.1705887  -5.384551   -3.1425967
  -5.7730885]",pop
"[-72.144135    81.281204    16.711231     8.694822    14.176612
  -1.0479516   12.842173    -0.5259743    3.142532     3.158665
  -3.4713526   -1.1356596   -0.68155915]",pop
"[-20.932325   83.24618     5.0522327  16.362148    9.399238   -0.5642672
   4.0395784   6.204656    9.118702    5.8642225  -3.5043368  -0.6381916
  -3.169014 ]",pop
"[-145.93051     62.57327    -23.071829   -18.756536   -14.746655
  -28.40494      3.1406605  -24.918982   -13.635363    -4.6096067
  -24.374552   -15.802279   -17.45696  ]",pop
"[-23.21333     53.82879     -0.67234546  14.730807     4.8800464
   6.7325783    4.8463497    4.9538507    4.270914     3.1137922
   2.547736     2.9871147    4.6368046 ]",pop
"[  9.566639    88.86886    -20.312077     5.110698    -2.9176502
  -0.17563926   0.33215383   1.6097705   -2.2632651   -0.9502328
  -6.214681    -2.9705687   -1.8106345 ]",pop
"[-44.171143    76.18005     22.90793     16.79628     22.996109
   3.277612     6.9057794    0.09506842   6.495517     6.5422907
   0.85485625   2.7227676    4.5149565 ]",pop
"[-8.7756744e+01  6.4356110e+01 -1.2972931e+01  1.6032888e+01
  4.9571216e-01  4.0936795e-01  4.4360785e+00 -2.7249510e+00
 -3.1445345e-01 -4.9785238e-02 -5.9333587e+00 -4.2692208e+00
 -3.5069039e+00]",pop
"[-15.75989    59.259125   -1.6016735  12.55983     8.738309    3.9566612
   2.0435913   4.2241693   4.9797945   2.8969738   2.3294625   1.9885528
   1.7153721]",pop
"[-50.826904    80.23307     -9.298024    20.2835      12.087593
   6.780584     6.2779336    3.426205    -3.9560769    2.5737891
  -5.7011876    0.49102306  -0.57155305]",pop
"[-40.52333    73.49026    22.620024   12.349806   14.86184     8.942539
   5.3013206   9.018853    2.0854676   4.299257   -3.1375759   1.8477223
   2.035557 ]",pop
"[-59.167095    45.31407     36.86272     15.6994      15.664842
   1.6692803    7.293104     8.811882     5.8277197    7.989068
  -2.2795851    1.9039612   -0.91525316]",pop
"[-6.3568130e+01  7.9031189e+01  4.2745155e+01  1.6092520e+01
  1.5271024e+01  1.0789156e+01  1.3308312e+01  3.6865609e+00
  4.9269943e+00  1.0664272e+01 -1.6068343e-02  3.4758782e+00
  3.4151354e+00]",pop
"[-62.048714   64.204506   29.86741    23.252483   16.257404    7.4441085
   8.867356    6.4148307   7.411366    3.0190263   1.4687115   2.9790933
   1.8576169]",pop
"[-71.62305    81.1083     16.360794    8.947616   13.826506   -0.7539969
  12.51142    -0.6541831   3.0359156   3.063342   -3.2248902  -1.3291912
  -0.6551508]",pop
"[-204.71895    101.62682     26.381647     9.190345    10.471229
    5.1170764   -9.461806     9.306169   -12.484944    -2.4797275
    6.2220006   -9.4853945   -2.5450125]",pop
"[-137.74448    100.25638     14.398747    15.412896     2.327178
   -1.0672592   -2.105049    -1.6893662   -5.3147173   -1.7828498
    1.7410487   -6.1848674   -3.032749 ]",pop
"[-81.73381     78.610695   -17.252422    24.50192      8.414266
   2.1506557    5.5259156    1.9490923    8.798311    -0.12679602
   0.49805018   4.6413984    2.3908505 ]",pop
"[-80.39707    35.971542   20.43451    26.347641   17.400066    4.5789685
  13.495072    3.620712    7.3269696   5.4819117   3.9622955   5.3203077
   3.5403306]",pop
"[-75.35942    83.35071    10.695162   14.4605     14.239104    7.397378
   5.2808986  -0.3932318   5.72108     3.3658254  -2.5226789  -4.2161746
  -1.8445051]",pop
"[-19.463871    51.930267    36.98562     13.087389    14.581278
   3.2041857   15.301875    -0.78220415   7.2343645   10.400962
  -0.37910384   6.2263556   -1.1840758 ]",pop
"[-44.74116    55.06154    27.15506    19.494202   14.693746    3.204387
   5.5031357   1.4257253   4.495547    1.3721119  -1.6586041  -3.534179
  -7.919715 ]",pop
"[-42.878845    54.879192    17.034237    19.789734     6.8593764
   2.7694361   11.8246565    1.2087954    7.942111     1.1286346
  -4.0773544    0.12817994  -4.238941  ]",pop
"[-169.12946     94.64907     24.48003     27.384007    11.639039
   14.885311     4.2372394   12.381324    10.709881     5.1241975
   -0.3483768    1.2524847   -4.157143 ]",pop
"[-44.98689     69.775894    11.840672     8.117906    12.628617
   7.8121014   11.339222     0.18483159   9.635791     2.8409944
   3.853339    -0.84170926   2.1321976 ]",pop
"[-197.22751    137.38995    -34.15922     25.363323    -5.264414
   -2.7768812   -9.50855     -7.613304    -7.647624    -5.667732
   -4.3843036   -5.424353    -3.5282187]",classical
"[-223.18733     163.25397     -34.412884     24.186995    -10.303665
    3.222133    -12.889323      0.80370414  -14.28119       1.6788578
  -10.140899      0.23151678   -4.558466  ]",classical
"[-309.26334     138.65692     -29.71562      33.617283     -0.36965987
    5.228342     -6.3285327     3.2850165    -6.703107     -0.68848866
  -13.24687      -8.538453     -9.6672    ]",classical
"[-278.80756     160.00061     -28.392517     23.027172     -2.709249
    3.0009243   -11.297818     -0.51610214  -11.366227      3.1746962
   -5.085273      4.348031     -4.0713315 ]",classical
"[-349.94827     161.8574       -3.3694623    14.163237      5.731614
    3.507077      2.9739192    -7.0916595    -7.915771     -0.36118293
    2.8649027    -2.4754703    -6.782114  ]",classical
"[-385.87155    128.65533    -26.71042     39.46989     -2.1612148
   16.753073    -5.728032    14.715786    -3.088072    12.3004465
   -5.8861976    2.7979028    3.690245 ]",classical
"[-251.23933     88.76645    -41.775455    37.914806   -12.03921
   21.623262    -5.8672247   25.71373     -5.204475    14.297369
   -7.549229    10.474767    -4.9246387]",classical
"[-203.65866    111.14665    -51.54852     39.467705   -10.575404
   11.908858   -13.1665745   15.140764    -7.2812214   13.376247
   -7.3036685    3.8474364   -3.7815683]",classical
"[-2.8760370e+02  1.0175817e+02 -3.5345406e+01  4.1280159e+01
 -1.2727132e+01  1.7276148e+01 -1.3967989e+01  1.6304947e+01
 -5.5929623e+00  1.3654108e+01 -8.7884159e+00 -5.3095158e-02
 -1.3757538e+01]",classical
"[-324.6393      147.81375     -31.926256     27.40502      -4.5023103
   -4.1688004   -12.59746      -5.1306887    -7.7447643     0.8444134
   -8.192252     -0.82764465    0.9923773 ]",classical
"[-234.44064    130.26004    -39.53104     19.348919    -6.7951365
   -5.134988    -3.7098153   -4.0319524   -5.0715547   -1.3709053
   -7.748646    -4.3807516    0.4702783]",classical
"[-4.1300116e+02  1.3853171e+02 -1.9246777e+01  3.4156403e+01
  8.9852438e+00 -4.2935634e+00  4.1500463e+00  8.6927933e-01
  3.0812440e+00  1.2008622e-01 -4.0598006e+00  3.7838361e+00
  5.9190679e+00]",classical
"[-249.65216    161.55922     10.15452     -3.0576775   -0.573579
   -2.070381   -12.197371    -8.612416   -14.639438   -12.048641
  -12.293452    -7.161874    -7.8807273]",classical
"[-360.83868    138.97086    -12.927217    33.778614     7.5961585
   -1.7088124    1.0270189    4.0721283    3.938996     0.9415781
    0.5166482    4.6864805    3.336596 ]",classical
"[-406.84668    163.08134     -2.3728123   32.416626     7.946261
    9.632712    -5.45672      9.490358    -3.0608041   10.187205
  -10.35241     -5.4048333   -8.054707 ]",classical
"[-419.33255    127.41256     -3.780655    23.201252    -4.313284
    4.0386424   -8.204688    -7.614801    -7.0662546   -2.9135451
   -7.399464    -5.427491    -9.09169  ]",classical
"[-324.09125     133.56267     -25.030157     24.55361     -11.939921
   17.658503     -5.5186734     1.7168901   -10.575926     -0.86057454
   -7.80522       3.5297625     5.0546646 ]",classical
"[-436.85822     154.08043     -19.861961     20.18266       3.1738954
    0.45094585   -6.5277185    -4.608915    -10.058648     -6.1566315
   -4.53336      -2.7670465    -5.211671  ]",classical
"[-3.6899612e+02  1.7187369e+02 -2.7293062e+01  6.0049872e+00
 -1.6409573e-01 -1.0674201e+01 -1.1924829e+01 -1.0194442e+01
 -1.1368568e+01 -1.0507292e+01 -8.3753128e+00 -9.7891712e+00
 -5.0586820e+00]",classical
"[-413.4534      143.48242      31.305882     14.029361      1.5161096
   -2.2952938    -6.4711924    -8.109995     -5.934282     -4.475447
   -2.8047547    -0.82260454   -1.2224382 ]",classical
"[-315.01526    128.71162    -28.93394     30.832693    -8.987341
    7.994575    -9.845814     1.4287152   -8.980799     6.0593615
   -3.308112     7.6189456    3.8063476]",classical
"[-274.3259     148.35321    -20.328934    21.799068     7.928089
    3.7767048   -2.2288494   -6.0878696   -5.6230116   -6.6903186
   -5.9035316   -4.592248    -1.5412745]",classical
"[-3.1578781e+02  1.4966811e+02 -3.0549932e+01  2.3213520e+01
 -8.6862888e+00 -1.0101967e+01 -1.5724108e+01 -4.0400276e+00
 -7.6393766e+00  4.6328187e-02 -1.1144776e+01 -7.6737781e+00
 -5.8676128e+00]",classical
"[-207.42522     117.61353     -41.420906     13.249367     -1.6709117
   15.538313    -10.338402     -1.8724031   -12.771744      6.9996595
   -0.77371377    2.0700433    -8.253666  ]",classical
"[-429.07135    120.768425    -1.7005676   17.942797     7.7381415
   -2.054263    -3.9395752   -2.5293145   -0.5850701   -0.8083962
   -9.059511    -3.6882565   -0.9795186]",classical
"[-498.6033     177.51414     11.2123165   27.632616    -2.8363297
    5.0898414   -6.6001606   -1.0522397   -4.139637    -3.0476696
   -9.911628    -8.576438    -9.193569 ]",classical
"[-405.63312     145.72554      -0.84949267   23.064943      9.217205
   -2.6364684    -5.7427993    -2.0792978    -0.638366      6.745994
    2.788803      2.4446678     5.0832434 ]",classical
"[-3.6273181e+02  1.4390761e+02 -1.9005598e+01  3.0651041e+01
  1.0206413e+00  2.7225074e-01 -7.9919610e+00 -3.8471584e+00
 -8.9341326e+00  3.2763350e+00 -4.4292359e+00  3.6627491e+00
  4.9254322e+00]",classical
"[-263.99594    142.1169     -51.378956     5.0166855  -20.275646
  -17.12978    -16.075098   -20.311262   -15.04123     -9.737653
   -8.4088335  -11.790934    -6.8859296]",classical
"[-392.925      190.73505    -13.30989      8.256798     1.556012
  -11.073181   -11.240291   -13.994958   -10.621299    -9.390467
   -4.6211743  -10.07173     -4.821782 ]",classical
"[-246.15865    149.42865    -41.988865    11.6062565  -10.289648
   -4.0193577   -7.1368546  -10.135562    -9.420323    -7.171843
   -3.1583674   -5.640657    -2.586296 ]",classical
"[-374.65198    153.82292    -21.559772    20.833046     7.002672
   -3.9453752   -2.5165148   -2.8052347   -4.2927785   -4.5061345
   -5.7571154   -4.25979     -3.8456016]",classical
"[-230.27237     119.15338      -1.0512211    28.384487     10.00878
   16.125824      4.7939453     6.192379      0.95159554    5.915187
   -1.1755236     3.5739164    -2.0996544 ]",classical
